Client ID,Location ID,Joined Bank,Banking Employee ID,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,IAId
IND52186,30494,16-05-1995,BE44,121293.88,20721.92,1,2167.26,1183417.53,0,0,0,5374.14,182024.19,3,2,4,2
IND99691,6688,22-04-2011,BE45,283076.28,44260.65,3,2479.94,434375.62,55301.51,39778.28,71552.4,3708.07,63294.97,1,2,4,3
IND35211,2789,15-10-2010,BE14,110572.21,18163.2,1,1933.21,476101.86,37664.31,10823.08,22403.77,42739.41,1278489.08,2,2,1,4
IND54677,10036,5/8/2020,BE05,62559.67,26774.23,1,778.54,245560.97,206792.3,152846.48,61857.87,33283.37,479575.47,3,1,2,5
IND75463,42306,17-09-2021,BE11,200436.8,62653.45,1,848.07,479104.12,1883360.08,1283351.56,398672.33,86455.4,212606.68,1,5,3,6
IND54309,8452,17-03-2006,BE43,144736.43,29361.41,1,1535.32,492107.21,702159.58,711278.53,172530.64,21278.81,884355.78,1,2,4,7
IND32424,26860,19-06-2017,BE31,117501.67,34283.52,1,5583.4,351717.87,1724459,856594.02,181237.26,7702.39,1076992.7,0,2,1,8
IND64425,34062,29-03-2011,BE14,70908.01,5827.36,1,1760.37,441249.45,344791.35,222677.75,129655.91,15339.61,289990.04,2,1,1,9
IND63920,39316,29-03-2000,BE01,64212.22,27972.56,1,2864.03,665377.22,307164.55,144101.89,221006.79,25557.18,993089.16,2,2,1,10
IND57702,37845,22-01-2018,BE07,149346.65,29221.08,2,2580.41,590881.85,3359892.5,1702050.81,452480.26,20512.58,646156.8,0,4,2,11
IND50366,18359,4/10/2020,BE13,109855.48,19648.2,1,2247.4,458086.39,291375.61,191215.25,29866,11316.36,1028243.67,3,1,2,12
IND35560,4855,29-12-2021,BE19,103961.09,20240.92,2,2256.38,490614.39,862135.02,197220.43,256386.56,13699.38,105736.4,3,1,3,13
IND97501,41689,3/12/2021,BE35,433365.49,11774.58,2,6543.32,980636.28,1390316.98,1012366.73,415070.36,2148.85,726069.51,3,4,3,14
IND50411,37089,6/5/2014,BE17,150898.04,18778.08,2,42.64,284352.57,606505.38,321091.09,321804.62,9160.93,399466.37,2,2,3,15
IND76102,12379,3/10/2007,BE47,139596.55,26119.98,1,12102.46,222968.93,540406.22,317194.95,78123.94,48294.34,339270.64,3,5,3,16
IND56074,15013,16-12-2009,BE11,141515.02,4827.24,1,1563.07,333744.67,103201.62,92338.29,77183.95,9673.24,441118.87,1,2,3,17
IND27011,2034,1/9/1999,BE39,66543.57,4081.02,1,1225.84,333472.48,126886.33,175526.09,22289.7,16574.18,522315.28,1,1,3,18
IND48221,20957,16-05-2019,BE08,422382.63,26844.09,2,1356.79,1596542.92,1340974.79,591295.97,376317.65,51077.32,1931783.75,2,4,3,19
IND45884,43207,23-09-2005,BE04,488895.36,5781.28,2,4794.87,369137.25,878322.56,902061.01,222191.87,37463.06,179953.14,2,4,4,20
IND16593,29439,9/1/2011,BE35,92607.75,19835,1,999.9,102478.95,229116.2,140015.45,60715.79,3956.85,312132.6,2,2,4,21
IND32999,39197,3/5/2018,BE09,328107.32,35319.24,2,8433.07,86324.17,1688758.59,688012.76,377156.08,95976.5,1912940.47,1,3,1,22
IND39671,25951,2/12/2013,BE47,59980.67,24186.96,2,19.18,478753.3,503727.82,517342.09,119260.97,25489.68,1321626.92,0,2,2,1
IND65149,36580,22-11-2013,BE19,96059.68,14301.41,3,817.66,1309510.87,657336.87,302223.85,430668.98,72159.34,131595.38,1,4,3,2
IND87267,35100,4/12/2017,BE21,138340.67,14770.47,2,275.81,533544.02,160695.23,96417.14,119075.16,17394.31,53883.65,1,1,4,3
IND69610,32346,8/8/2019,BE13,145503.59,27033.75,1,975.67,466532.68,499893.16,359146.54,124924.76,26095.51,375420.63,2,2,1,4
IND80344,26946,13-09-2005,BE18,138844.41,22795.47,1,6568.94,629977.95,286280.41,74761.13,116189.73,22248.25,1056141.72,0,2,1,8
IND38207,16366,30-12-2003,BE29,87964.25,28324.17,1,3876.82,235674.21,95426.12,23274.66,39101.44,35246.33,764131.21,1,2,1,9
IND79637,28156,18-02-2020,BE05,187601.47,4761.21,1,5015.04,0,1268649.17,678995.33,231573.14,57662.47,495342.28,3,2,2,10
IND29921,6558,9/4/2012,BE48,37871.02,34761.58,1,3608.56,93376.13,659353.32,517139.86,84035.23,18233.2,802254.97,1,2,2,11
IND59198,38167,27-04-2021,BE14,307054.44,35028.9,1,1717.51,531702.4,1112826.27,996367.71,267854.7,24031.93,1480748.69,3,4,3,12
IND19422,18505,29-09-2017,BE47,334843.23,68760.51,1,9810.38,2374318.47,3245233.13,1800437.56,232278.67,50535.96,2581344.91,1,4,3,13
IND54707,11924,22-11-2019,BE38,102583.5,22735.5,1,4758.13,939876.6,93238.9,51078.7,25798.8,8800.95,963100.85,3,2,3,14
IND20608,8804,22-02-2006,BE35,99151.32,27849.22,3,3352.33,357978.08,600265.17,509527.41,107419.55,47746.81,144831.9,2,2,3,15
IND98943,8144,6/10/2015,BE22,170208.96,29922,1,2939.72,313549.47,659087.25,380014.27,267197.54,59873.4,1522225.58,0,2,3,1
IND61538,15787,28-05-1996,BE27,156360.76,36720.54,1,2619.3,491419.66,256500.32,291029.21,186061.39,14386.23,120138.03,2,2,3,2
IND78351,5687,13-06-2017,BE12,254049.93,6954.57,1,8670.15,142987.99,1568622.87,907026.83,171268.01,216.71,711447.62,2,2,3,3
IND46289,38156,6/1/2009,BE43,261771.18,20614.6,1,2516.3,785259.37,826021.01,275340.34,441629.21,45726.85,1175634.42,1,2,4,4
IND16285,29116,5/1/2012,BE35,162652.13,37196.72,3,5965.1,158088.09,1305930.6,746246.06,222474.61,83580.72,1210723.14,0,4,4,5
IND85859,26957,22-11-1999,BE39,230764.8,21653.4,1,1907.49,676955.94,381602.53,398689.21,193079.49,16057.49,594087.66,2,2,1,6
IND86031,20979,10/10/2009,BE23,316487.54,51908.88,1,2178.25,1133288.14,333646.22,190654.98,323160.2,16174.75,1183141.72,3,5,2,7
IND65548,30197,11/3/2003,BE49,36006.03,36840.36,1,2452.18,862294.27,489630.62,151954.33,259335.39,33108.3,726780.01,0,2,3,8
IND28392,36825,14-07-2013,BE33,348927.59,32421.72,3,2000.06,684129.09,328315.76,213117.25,228611.45,12037.08,773614.28,0,5,4,9
IND36665,19807,11/5/1995,BE35,38281.04,26898.4,1,1912.32,1038515.84,1506675.71,320168.59,435052.61,49608.96,880957.44,1,1,1,10
IND31739,5337,11/10/2002,BE46,80225.54,12850.1,2,4444.44,947589.94,216390.4,112410.6,18547.75,9999.42,1392172.4,3,1,1,11
IND68824,25758,28-10-2010,BE42,484691,11373.06,2,7984.1,1236981.31,1407701.3,722873.64,223710.37,97886.22,3487314.08,1,5,1,12
IND81954,41598,27-03-2010,BE44,139535.92,58891.42,1,7107.55,649611.07,1021773.49,454121.55,280987.71,27691.75,1962514.45,1,3,2,13
IND57483,41967,19-12-2007,BE34,204212.28,39148.16,2,3970.98,139875.97,2532175.03,1127226.31,450727.16,48104.06,1763512.13,2,2,2,14
IND58811,13750,6/5/2018,BE18,349188,49402.5,1,5869.14,692863.5,727295.44,529660.81,234789.94,64263.84,294391.26,0,3,3,15
IND90712,3538,7/2/2002,BE43,84800.04,46266.9,1,6607.74,1067368.02,3123544.47,720817.95,1712270.28,124704.87,823236.06,2,5,3,16
IND78657,23307,5/4/2011,BE14,114430.69,15505.6,2,2375.51,336785.06,26828.58,7290.37,23402.1,251.71,340478.9,1,1,3,17
IND77048,15572,19-02-2005,BE35,170920.42,5516.55,3,2695.5,333446.4,752092.2,255711.35,526163.7,13552.65,274001.4,1,2,3,18
IND80417,615,4/8/2005,BE39,321119.76,48322.6,2,7706.54,860889.43,391029.95,92972.16,194913.39,87025.88,1614452.24,2,3,3,19
IND69214,27154,2/8/2001,BE03,138366.66,25964.12,1,1997.79,1181014,2735303.73,1416150.16,518543.75,25406.66,3021187.26,1,4,3,20
IND35051,10662,24-04-1999,BE27,139498.46,21813.72,2,6892.77,187627.59,911326.28,268037.14,343470.45,52516.27,2017006.26,2,2,3,21
IND29305,19847,26-04-2006,BE11,292103.82,10039.35,3,4907.84,447035.1,1380431.11,900912.94,353390.36,28762.34,450153.85,1,5,4,22
IND81554,12874,19-07-2003,BE24,181982.24,4557.84,1,2754.02,231460.32,113852.16,73566.01,110734.36,27682.93,741194.64,3,2,4,1
IND76672,12708,18-01-2010,BE44,41258.88,31081.95,2,970.1,540708.32,1292689.04,354447,722446.38,3308.72,444933.24,2,2,3,2
IND89391,41222,5/2/2001,BE16,138442.89,4883.13,1,661.96,258408.86,442275.47,228048.29,537088.28,24945.98,990724.74,0,2,1,3
IND95274,20721,30-03-2008,BE29,116508.94,14003.02,3,68.27,294887.78,21065.12,31597.68,12744.4,8857.43,140095.14,2,1,2,4
IND93078,3655,21-01-2010,BE27,111496.5,7301,1,1799.03,274664.43,329165.38,214155.79,217090.51,34670.35,160689.25,3,2,3,8
IND47843,27628,1/3/2015,BE29,73812.6,9656.94,3,43.02,328683.77,615087.98,229989.42,243895.76,17864.8,353781.12,3,2,4,9
IND93058,2149,29-08-2000,BE32,51971.25,24291,2,774.4,61186.4,623735.06,481977.09,269907.17,7678.88,314790.08,0,2,1,10
IND92239,1616,8/1/1999,BE15,90061.21,22896.08,1,1568.54,127661.63,433119.98,152458.23,230904.93,10078.95,354743.59,1,1,1,11
IND12702,3720,3/3/2020,BE03,112254.77,9488.16,1,592.42,1414317.17,348082.73,224671.58,45883.63,7191.36,1239307.34,3,2,1,12
IND54557,36551,31-12-2008,BE15,200034.65,36168,1,4542.5,656478.11,396416.25,269171.53,189398.87,11930.13,374449.34,3,2,2,13
IND98387,2240,24-02-1996,BE28,468818.09,32124.55,1,3952.77,204628.21,80368.81,39633.93,87370.81,22240.53,622936.26,3,4,2,14
IND21698,18335,27-05-2006,BE44,102656.95,10408.53,2,1680.06,36116.99,149993.14,120912.84,18320.59,24312.89,440832.68,0,1,3,15
IND60028,163,4/5/2021,BE48,58419.24,32798.48,2,5453.73,211534.52,288545.16,114829.2,163440.22,43380.55,1504926.83,3,2,3,1
IND77518,5005,19-05-2012,BE26,140855.22,12999.46,1,1083.38,669122.46,476404.09,381123.27,157107.48,34604.82,476822.17,2,1,3,2
IND81280,17518,20-10-2008,BE25,303715.37,37170.7,1,7323.54,830988.06,3243585.67,1203594.68,911671.97,8707,1639408.93,2,2,3,3
IND27009,4576,12/3/2016,BE47,67402.74,2197.44,3,1495.84,127332.4,429040.5,256438,146761.44,27940.26,599202.96,3,1,3,4
IND29085,42806,4/7/1995,BE18,50226.88,18022.25,1,2153.36,371797.72,33293.55,26560.02,6943.01,13309.28,239669.66,3,1,3,5
IND62329,13931,21-09-1996,BE07,33952.28,7396.32,2,3527.35,284148.91,447927.9,212624,65913.44,40683.7,678764.21,2,1,3,6
IND35485,24720,3/10/2016,BE08,284819.62,39901.68,1,3858.7,476516.68,885748.27,757688.28,213540.03,10419.75,450288.01,1,2,4,7
IND23071,21987,19-11-2006,BE02,236893.51,30897.72,1,827.3,842966.36,491151.7,528454.36,55021.42,2354.33,1135129.37,0,2,4,8
IND49461,14470,13-12-2013,BE46,223656.45,30746.24,3,1089.96,486874.06,42186.43,45516.93,8193.05,13025.49,971928.25,2,2,3,9
IND84835,38087,16-01-2004,BE31,233880.87,5531.35,1,10937.15,729742.35,1146381.81,335526.38,668070.31,87161.11,439707.05,0,4,1,10
IND88751,15538,3/1/2005,BE11,325866.66,6405.63,2,6912.26,136488.84,600544.06,233544.91,374116.71,35695.6,948872.23,0,3,2,11
IND47511,624,9/5/2018,BE14,94314.48,15868.8,1,8565.48,1459532.03,3760505.45,1867963.49,471906.57,77808.76,951559.94,3,5,3,12
IND57469,19273,14-01-2003,BE10,274475.79,56993.09,1,1837.22,720813.94,1218779.87,511887.55,629134.17,4208.05,566092.45,0,3,4,13
IND13603,38893,18-06-2000,BE11,381103.3,22245.55,1,4636.72,573978.5,592604.24,311896.97,103965.66,2487.8,2167704.06,0,4,1,14
IND28663,21687,17-11-2020,BE41,185228.22,19918.6,2,1959.95,163347.16,469912.37,138209.52,265362.28,36333.33,946593.28,3,2,1,15
IND21547,10691,6/11/2008,BE36,210650.82,28919.28,1,4093.55,707178.12,30355.17,17597.2,15045.61,4661.89,699099.2,1,3,1,16
IND76281,1111,30-01-2020,BE28,72484.3,14037.84,3,1117.01,353225.87,160468.52,187666.57,88529.66,11943.68,81281.23,2,1,2,17
IND68811,24736,27-11-2009,BE23,264913.69,52901.25,1,4641,208822.95,1447898.55,630870.08,395276.3,31956.75,1421316.75,2,3,2,18
IND74692,20712,26-04-2020,BE40,345819.23,24722.72,1,2177.56,286200.71,1312115.54,493667.23,837675.35,53240.01,1279233.84,2,4,3,19
IND57450,24683,20-05-2019,BE01,168308.61,12991.26,2,2541.18,126578.89,105527.85,28492.52,68561.44,25353.58,785860.94,1,1,3,20
IND80645,23525,30-01-2016,BE15,95699.35,29523.37,3,3145.64,113185.12,68399.89,31090.86,50833.55,15264.66,938632.93,0,2,3,21
IND91185,35391,4/8/2008,BE13,390347.05,32717.64,2,655.56,798844.1,272225.32,292023.52,239459.29,26341.15,759225.36,3,5,3,22
IND97947,26115,19-05-2006,BE44,142392.94,45693.12,1,6610.96,1055434.98,1200953.26,206533.36,692422.22,8896.81,2623231.49,1,2,3,1
IND88225,37327,3/1/2017,BE33,379053.54,45646.51,1,3644.96,1787687.81,97304.56,59228.87,29191.37,19720.25,731342.34,3,4,3,2
IND58373,39984,6/4/2019,BE48,47929.95,17458.89,3,430.03,431728.82,27367.89,27025.79,6393.82,5921,385784.09,0,1,3,3
IND57160,7159,17-09-2017,BE28,264217.61,31962.48,3,6889.08,531769.66,914049.58,582482.57,276007.13,76682.87,227082.93,3,4,4,4
IND87140,14848,9/11/2011,BE37,183031.56,35955,1,7551.25,534932.29,1058173.9,997359.31,249583.09,53740.42,1468926.01,0,4,4,8
IND43888,22898,27-03-2018,BE47,58847.05,1731.01,1,3625.72,327630,640243.86,322360.54,96529.07,15337.68,475510.78,0,1,1,9
IND93701,21954,19-10-1996,BE08,305474.84,55916.76,2,2999.95,1345293,269723.7,170684.53,48044.53,57586.11,1431928,3,2,2,10
IND91174,39193,15-08-2011,BE31,307944.31,14357.46,2,4015.03,1321538.58,806858.37,256232.05,340952.18,104038.92,293342.93,2,3,3,11
IND24235,39125,27-05-2011,BE28,210111.51,37398,1,2337.17,0,81827.2,65013.39,28247.2,447.96,1162832.42,3,5,4,12
IND49606,33471,17-08-2000,BE03,72711.11,13876.45,1,1623.58,282070.49,221793.11,89432.71,220004.46,14378.82,581719.41,3,1,1,13
IND35234,11082,14-01-2004,BE09,153294.08,47332.48,1,3531.65,1032232.17,396539.89,178831.71,144853.69,7394.92,638836.61,1,2,1,14
IND62564,20106,30-10-1996,BE40,365561.24,37850.85,1,2684.87,349750.23,54859.24,25252.67,57497.71,35152.9,1162829.24,1,5,1,15
IND44323,2118,7/7/2014,BE12,278325.13,31407.42,3,309.1,499815.56,334392.32,364337.9,103761.44,4084.6,486852.47,0,2,2,1
IND33515,4440,27-07-2012,BE44,64687.9,26213.12,2,4105.25,790835.81,444066.54,228377.08,132289.54,10837.34,1010949.41,2,2,2,2
IND60299,8737,15-03-2019,BE29,49767.51,18779.1,1,1961.3,168992.5,219769.86,88217.48,60560.52,4503.67,279498.6,3,1,3,3
IND78861,2715,11/11/2015,BE03,96837,22583.88,1,1942.2,638341.65,636611.63,417617.23,98089.12,31928.85,557118.9,3,1,3,4
IND92647,8305,31-08-2004,BE10,112505.67,11242.8,2,711.99,223278.61,1109608.79,287676.35,635764.74,29880.74,86444.33,3,1,3,5
IND56044,4567,8/7/2016,BE01,432010.28,23347.32,1,2651.85,863853.28,251496.87,246924.2,182998.27,43754.04,589717.28,3,4,3,6
IND36801,6503,17-04-2010,BE01,113684.56,5710.4,1,1165.52,412964.8,111178.81,53365.83,67359.54,20072.4,159087.32,3,1,3,7
IND38949,25819,6/12/2019,BE06,69433.57,29961.25,1,5019.15,1145286.56,985148.61,271765.13,415800.66,36300.29,296777.18,1,2,3,8
IND40740,30741,10/8/2016,BE03,129996.19,7533.34,1,1028.05,447947.22,1013124.65,312220.8,240473.74,55125.97,983046.29,3,1,3,9
IND48919,19815,9/6/2012,BE21,100901.3,21168,2,3312.76,50876.78,505043.45,271089.5,81215.44,5030.64,871845.41,2,2,4,10
IND43851,27518,19-02-2016,BE11,167943.88,14054.01,1,2149.58,665637.27,153113.14,137579.92,64928.85,33865.28,287653.77,2,2,4,11
IND82642,33556,8/6/2002,BE22,131150.24,13680.75,1,3437.66,298772.43,647719.46,155009.78,438456.25,33521.18,584749.2,0,1,1,12
IND86812,22873,31-10-2001,BE01,366034.24,17474.68,1,3038.1,559075.84,1532568,411176.78,951687.35,85826.79,1019083.44,2,3,2,13
IND13296,8236,20-01-2004,BE46,128380.31,39652.86,1,9587.91,2015150.96,570860.32,123126.74,124992.29,117978.06,2411017.44,2,4,3,14
IND39713,5174,5/12/2014,BE37,402930.83,9845.77,1,2162.17,395885.87,1070724.13,313136.3,508795.98,36525.71,2100375.89,0,3,4,15
IND12660,22456,26-12-2009,BE43,480745.86,69602.45,2,3950.53,270004.92,1112801.54,381237.56,324567.12,49397.03,2296981.56,1,4,1,16
IND41076,41191,20-07-2001,BE11,113169.48,26216.72,1,2889.41,163914.44,545505.68,199432.18,286478.47,16409.78,417685.79,0,1,1,17
IND64863,9072,12/4/1999,BE23,282986.86,4808.73,1,2710.46,672434.41,1503762.65,404859.17,989013.13,34105.44,2005275.83,0,3,1,18
IND76341,19617,19-04-2020,BE37,79064.7,40560,3,1989.26,440512.8,478134.75,221991.13,125510.37,74812.92,1740979.24,3,2,2,19
IND50293,25853,1/8/1995,BE01,217152.92,40432.6,1,3213.6,442208.52,2150327.79,1075163.9,293878.13,60584.16,1148607.72,1,2,2,20
IND32223,31771,26-06-2020,BE26,205230.68,9475.87,1,2756.14,214775.49,129367.97,69069.34,27178.24,25903.44,1123659.93,2,2,3,21
IND63518,2484,24-06-2017,BE04,141076.93,23841.48,1,7681.52,286219.49,1419823.59,691708.93,205328.33,44834.45,288474.22,2,2,3,22
IND98503,24653,8/7/2005,BE33,89051.64,4331.32,2,502.5,234064.86,130298.13,163859.77,41616.43,15004.14,312536.73,1,1,3,1
IND38742,22405,10/12/2013,BE07,36306.25,5281.5,2,2902.89,509390.4,367935.51,96305.27,108454.55,7863.48,428419.33,0,1,3,2
IND98838,17986,6/3/2020,BE22,131060.16,27387.8,1,1647.92,1230159.76,1476110.5,651789.05,380338.08,6394.51,377511.97,2,2,3,3
IND52011,40336,29-03-2020,BE09,347873.76,8150.87,1,789.48,583355.94,474517.29,391992.54,103981.18,17619.71,1118741.15,3,4,3,4
IND27143,19193,24-03-1999,BE47,53882.64,4068.8,3,3158.74,378781.62,1654622.91,596920.92,279191.43,16909.16,760984.25,0,1,3,8
IND67603,28928,13-05-2020,BE11,231058.46,15558.48,2,1811.87,852715.89,564498.46,204180.3,384459.49,37945.02,1037021.16,2,2,4,9
IND65057,38833,15-02-2011,BE23,335256.24,59449.08,1,8125.45,1617781.81,1512888.59,564331.46,604555.08,51312.87,2094410.19,1,3,4,10
IND16812,40868,10/8/2019,BE43,151559.32,17095.08,2,3992.64,342906.43,529821.65,384472.35,44730.08,45363.62,989413.39,0,1,1,11
IND39500,12695,23-12-2019,BE31,44123.98,8392.63,1,651.4,450969.08,380147.71,161149.57,183999.76,26413.51,487106.77,3,1,2,12
IND69752,30600,17-01-2011,BE33,91594.72,27913.6,1,4577.2,1003171.83,809741.08,327010.82,447070.51,64132.12,1723533.66,2,2,3,13
IND50261,11378,1/6/2021,BE26,196645.5,37964.5,2,3375.24,1206252.96,648147.54,265151.26,185213.07,7167.6,1549559.88,2,2,4,14
IND20655,27906,13-03-2017,BE07,361257.67,51674.68,1,8534.37,704827.56,298804.88,113256.69,72797.54,57647.55,1009649.66,0,3,1,15
IND84018,1446,19-04-2000,BE27,21741.38,6296.72,1,2407.21,327242.89,136512.06,106176.05,22650.89,3584.37,482143.47,2,1,1,1
IND52284,8748,17-08-2013,BE46,285493.07,47536.45,1,741.33,395561.73,199546.75,171610.21,191085.97,14546.68,495808.95,2,2,1,2
IND38633,37727,11/11/2008,BE20,264059.28,33093.98,1,327.78,315540.1,1114277.64,283136.12,453748.47,22427.82,1278613.86,3,2,2,3
IND94590,33958,16-06-2011,BE13,126030.66,32997.5,1,233.03,832160.64,296880.2,134398.47,80097.48,55982.76,1788185.99,0,2,2,4
IND29286,42424,27-11-2002,BE37,15919.48,4138.29,1,1165.88,345276.76,274261.19,188155.93,83681.55,1983.92,303565.97,2,1,3,5
IND86944,22837,3/11/2001,BE14,204822.53,31427.04,1,3446.88,717965.28,154796.16,125384.89,33528.85,13876.32,1058494.08,0,2,3,6
IND82767,28929,19-04-2008,BE07,361269.3,7619.4,3,3861.98,272547.83,2720079.9,598417.58,1348615.61,90197.33,301316.93,0,4,3,7
IND64440,14155,29-05-2018,BE30,253010.88,47710.2,1,1862.35,484643.74,419094.98,120295.78,254367.37,37599.55,1506211.2,0,2,3,8
IND97211,34418,31-05-2000,BE05,290646.58,44449.14,2,5444.05,1028198.96,267004.59,81951.9,224363.16,8894.54,162684.77,1,2,3,9
IND60063,43096,13-09-2015,BE21,86331.99,9527.85,1,1690.21,196482.65,46348.64,30457.68,32536.74,2377.89,204841.49,1,1,3,10
IND91861,33641,22-01-2009,BE31,70220.07,44668.12,3,3029.08,662458.18,667288.87,172780.15,499155.9,42742.38,1113544.32,1,2,3,11
IND98755,31245,8/4/2005,BE10,92465.88,29491.8,1,26.57,66963.48,361818.94,371340.5,129873.96,23968.96,379833.8,1,1,4,12
IND93695,30425,28-03-2021,BE04,87221.55,2728.2,2,802.95,438262.83,394022.59,141253.38,276559.25,8450.85,142895.84,2,1,4,13
IND56540,10826,5/11/1995,BE15,191245.96,16513.92,1,5238.04,793387.37,1052777.8,614120.39,161425.93,8925.07,810082.34,0,2,1,14
IND79052,13821,11/8/1999,BE34,33307.93,19066.56,2,513.92,178106.9,49529.08,29717.45,64558.9,7586.83,52604.64,1,1,2,15
IND54277,17741,9/7/2001,BE09,161586.76,7485.06,1,5252.74,242336.75,173003.7,57667.9,84444.51,16147.24,468874.99,3,2,3,16
IND60443,40454,21-04-2002,BE27,119834.04,25225.64,1,3593.7,591959.93,743986.89,631261.61,109418.68,21892.38,449730.43,1,2,4,17
IND66045,39663,16-01-2006,BE06,89484.82,52357.66,1,2669.5,1386918.08,1020703.06,658210.38,283889,59460.56,2188771.16,3,4,1,18
IND80791,21598,3/1/2009,BE11,165293.45,6190.38,2,2340.37,564777.49,421648.8,318939.47,241583.14,8953.64,496335.29,0,1,1,19
IND67613,25973,4/11/1996,BE49,80619.06,16862.25,1,1269.9,228549.94,390933.73,113080.01,203705.55,20682.53,348280.65,0,1,1,20
IND74089,18650,6/4/2007,BE13,74979.15,53063.4,1,377.66,737955.13,477508.08,349802.43,211602.71,22143.11,1252487.57,2,3,2,21
IND60913,20508,16-11-2021,BE28,146047.74,18441.8,3,5151.74,911441.23,175550.17,65831.31,74023.65,37367.62,198312.82,2,2,2,22
IND98087,40024,22-11-2021,BE40,105795.48,4258.65,1,2754.12,482446.35,182978.34,47677.45,100663.86,18410.75,1015116.24,1,1,3,1
IND31887,11917,21-11-2009,BE19,173201.42,11750.2,3,832.69,77485.32,910625.5,282607.91,504298.12,20404.48,636534.96,2,3,3,2
IND67190,34738,18-11-2020,BE23,64025.91,11174.24,3,1681.68,248474.4,269465.47,293648.27,50265.67,11272.06,398887.63,0,2,3,3
IND95893,17953,30-07-2019,BE04,236680.12,26152.72,1,739.02,648040.93,60731.76,61695.76,42338.72,25412.03,1269826.03,2,4,3,4
IND59612,8143,5/8/1999,BE17,169087.17,46738.2,3,1438.04,1324814.92,922185.42,298549.24,328404.16,50216.03,749636.02,0,2,3,8
IND57231,20195,10/11/1999,BE04,311847.87,10870.86,1,4108.37,1132511.02,324404.48,251504.6,99435.44,64098.16,1324815.11,2,3,3,9
IND20899,22619,7/8/2005,BE35,47981.48,11337.46,1,2650.17,270267.21,1084086.7,703705.4,140931.27,15656.93,586768.09,2,2,3,10
IND79950,27002,21-05-2020,BE30,140614.48,18945.08,1,4566.36,629518.29,329466.05,287226.81,145978.8,23365.74,674003.53,0,3,4,11
IND69031,30391,13-02-2015,BE18,225930.71,25768.05,1,4142.61,552212.2,474054.31,368148.56,134802.89,17859.2,596107.5,1,2,4,12
IND78617,32959,8/8/2003,BE06,348711.69,10768.48,2,4303.04,1852223.05,1453804.31,628672.14,378382.04,92880.63,2806941.74,0,3,1,13
IND92044,16867,28-03-2014,BE41,291586.71,12144.92,2,5140.43,1121859.89,635576.56,399082.96,404551.87,3016.85,694409.34,1,5,2,14
IND94650,857,15-09-2021,BE48,116238.09,53102.4,1,1413.9,752085.34,90992.64,81155.6,50586.99,34716.74,781662.31,2,3,3,15
IND62018,33023,15-04-2006,BE24,131067.01,15853.86,3,968.7,127564.75,218455.09,136997.26,214604.36,14572.39,170368.78,0,1,4,1
IND97714,3091,18-03-2006,BE41,86055.55,34408.44,1,349.5,537839.54,279314.42,215374.98,150224.05,33769.68,173255.26,2,2,1,2
IND62445,9744,21-11-2002,BE13,97432.26,6109.81,1,480.91,213847.08,203074.46,112086.55,18395.38,28841,819449.32,3,1,1,3
IND34780,19654,19-06-2020,BE17,162007.5,11857.04,1,1583.6,350347.68,88823.51,132397.31,24284.01,6166.27,184135.53,2,2,1,4
IND97314,38563,9/1/2020,BE41,96994.77,12016.69,1,5789.98,1005650.35,670727.85,284949.74,188724.4,10233.14,1324654.98,2,1,2,5
IND96807,28369,14-10-2009,BE17,161205.73,29036,2,4269.23,780104.62,278287.04,172459.58,269977.63,31515.76,676672.96,1,2,2,6
IND34442,35908,22-12-2007,BE26,51237.92,15311.94,1,2470.24,464882.52,265391.68,118350.34,165798.07,28183.65,530779.27,1,1,3,7
IND57917,36341,15-04-2019,BE17,266528.75,24360.19,3,7274.74,1237588.24,0,0,0,70622.8,430784.69,1,4,3,8
IND57474,17398,2/7/2019,BE07,294510.42,50943.2,2,386.52,227473.12,572521.48,435438.87,330127.18,41136.99,288926.03,2,3,3,9
IND62022,16020,8/9/1999,BE06,42998.48,9205.2,1,755.89,194924.86,981961.69,453847.84,341623.65,42706.72,107099.05,1,1,3,10
IND98847,7743,13-10-2006,BE20,58825.36,33834.06,3,5528.43,351066.78,684283.25,542262.2,128077.17,55100.62,823596.5,0,2,3,11
IND93864,23729,3/3/2016,BE05,151760.17,54693.79,1,2938.66,304776.8,489210.03,495563.4,167729.15,23124.79,340573.58,3,3,3,12
IND71100,10434,8/6/2010,BE03,142413,21747,1,800.73,571830.65,183586.56,130287.23,165820.12,18910.31,86948.8,1,2,3,13
IND28425,8674,19-08-1999,BE46,185141.25,37344.75,2,7615.31,890869.69,470005.08,94001.02,177661.92,50530.31,1908982.5,1,3,4,14
IND24753,38601,14-03-2020,BE06,140464.07,19960.6,1,1579.63,384162.75,268653.24,236089.21,102576.69,22157.12,721889.86,0,1,4,15
IND75584,2279,29-12-2021,BE10,167973.75,3960.75,2,216.75,487484.01,322763.99,128156.29,360356.5,43862.04,572829.45,0,3,1,16
IND82408,2372,24-11-2014,BE24,148323.72,30757.47,1,1375.81,17385.35,65615.31,68138.98,63848.75,6409.94,367943.19,3,1,2,17
IND59517,723,14-12-1996,BE06,56445,38555,1,836.97,521608.95,163906.23,168657.14,61999.31,19965.15,735328.52,1,2,3,18
